Time [s],SP_AV1 [bar],SP_AV2 [mm],SP_AV3 [bar],Kp1 [N/A],Ki1 [N/A],Kd1 [N/A],Kp2 [N/A],Ki2 [N/A],Kd2 [N/A],Kp3 [N/A],Ki3 [N/A],Kd3 [N/A],S1fake [bar],S5fake [bar],S6fake [mm],AV1fake [%],AV2fake [%],AV3fake [%],S1real [bar],S2real [m3/h],S5real [bar],S6real [mm],S7real [m3/h],AV1real [%],AV2real [%],AV3real [%],QwIN [m3/h],QwOUT [m3/h],VwOUT [m3],Plant NORMALSTARTUP [1/0],Attack [1/0],Plant SHUTDOWN [1/0],Plant OFF [1/0],Plant RESTART [1/0]
1942,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.548954069,9.941371609,1.300338117,293.890556,22.68978789,87.01875,31.15686275,64.10204082,9.941371609,9.941371609,0.537922982,1,0,0,0,0
1943,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.547681147,9.944399541,1.300801011,293.890556,22.52816451,86.85625,31.25490196,64.08163265,9.944399541,9.944399541,0.538199215,1,0,0,0,0
1944,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.546175002,9.949142224,1.301292524,293.8828932,22.41689626,87.05,31.35294118,64.06122449,9.949142224,10.08634413,0.538479392,1,0,0,0,0
1945,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.540998215,9.951047708,1.301597277,293.8815633,22.3584165,86.8875,31.44117647,64.06122449,9.951047708,9.974859476,0.538756471,1,0,0,0,0
1946,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.539516808,9.952300068,1.302102901,293.8815633,22.16105235,86.9,31.53921569,64.04081633,9.952300068,9.952300068,0.539032924,1,0,0,0,0
1947,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.537943931,9.955003618,1.302422061,293.8932085,22.06321959,86.9125,31.6372549,64.02040816,9.955003618,9.746497114,0.53930366,1,0,0,0,0
1948,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.536321062,9.957275619,1.302422061,293.8933415,21.95879153,86.91875,31.73529412,64.02040816,9.957275619,9.954894263,0.539580185,1,0,0,0,0
1949,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534678739,9.959421632,1.302422061,293.8933415,21.86389604,86.93125,31.82352941,64.02040816,9.959421632,9.959421632,0.539856835,1,0,0,0,0
1950,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.533625493,9.961134867,1.302422061,293.8933415,21.77172933,86.94375,31.92156863,64.02040816,9.961134867,9.961134867,0.540133534,1,0,0,0,0
1951,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.532643607,9.96281606,1.302422061,293.8933415,21.67394814,86.95,32.01960784,64,9.96281606,9.96281606,0.540410278,1,0,0,0,0
1952,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53176022,9.964568726,1.302422061,293.8933415,21.59276411,86.9625,32.10784314,64,9.964568726,9.964568726,0.540687072,1,0,0,0,0
1953,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.531000079,9.96616291,1.302422061,293.8936106,21.51435486,86.975,32.20588235,64,9.96616291,9.961344693,0.540963776,1,0,0,0,0
1954,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.530386969,9.967644126,1.30244469,293.8936106,21.44028208,86.9875,32.30392157,64,9.967644126,9.967644126,0.541240655,1,0,0,0,0
1955,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.529847215,9.969014541,1.30244469,293.8936106,21.36967975,86.99375,32.40196078,64,9.969014541,9.969014541,0.541517572,1,0,0,0,0
1956,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52938115,9.97032782,1.30244469,293.8967595,21.30267149,87.00625,32.49019608,63.97959184,9.97032782,9.913946982,0.54179296,1,0,0,0,0
1957,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.528984638,9.97157978,1.30244469,293.8967595,21.24079205,87.01875,32.58823529,63.97959184,9.97157978,9.97157978,0.542069948,1,0,0,0,0
1958,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.528648732,9.972748289,1.30244469,293.897093,21.18213004,87.025,32.68627451,63.97959184,9.972748289,9.966776994,0.542346803,1,0,0,0,0
1959,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.528359025,9.973845852,1.30244469,293.897093,21.12675923,87.0375,32.78431373,63.97959184,9.973845852,9.973845852,0.542623854,1,0,0,0,0
1960,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.528110994,9.974879473,1.30244469,293.897093,21.07450543,87.05,32.87254902,63.97959184,9.974879473,9.974879473,0.542900934,1,0,0,0,0
1961,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527899301,9.975856962,1.30244469,293.8988146,21.02530971,87.0625,32.97058824,63.95918367,9.975856962,9.945031833,0.543177185,1,0,0,0,0
1962,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527718411,9.976778486,1.30244469,293.8988146,20.97908274,87.06875,33.06862745,63.95918367,9.976778486,9.976778486,0.543454318,1,0,0,0,0
1963,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527563358,9.977644937,1.302430341,293.8988146,20.93546452,87.08125,33.16666667,63.95918367,9.977644937,9.977644937,0.543731474,1,0,0,0,0
1964,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527430747,9.978461045,1.302430341,293.8988146,20.89435361,87.09375,33.25490196,63.95918367,9.978461045,9.978461045,0.544008654,1,0,0,0,0
1965,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527317372,9.979230243,1.302430341,293.900366,20.85561933,87.1,33.35294118,63.95918367,9.979230243,9.951452533,0.544285083,1,0,0,0,0
1966,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527220384,9.979955372,1.302430341,293.900366,20.81913832,87.1125,33.45098039,63.93877551,9.979955372,9.979955372,0.544562304,1,0,0,0,0
1967,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52713738,9.98063844,1.302430341,293.9025128,20.78477642,87.125,33.51960784,63.93877551,9.98063844,9.942200134,0.544838476,1,0,0,0,0
1968,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527066383,9.981281766,1.302430341,293.9025128,20.75239203,87.1375,33.61764706,63.93877551,9.981281766,9.981281766,0.545115734,1,0,0,0,0
1969,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.527005656,9.981887904,1.302430341,293.9025128,20.72187995,87.14375,33.71568627,63.93877551,9.981887904,9.981887904,0.545393009,1,0,0,0,0
1970,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526953703,9.982459047,1.302430341,293.9025128,20.69313434,87.15625,33.81372549,63.93877551,9.982459047,9.982459047,0.545670299,1,0,0,0,0
1971,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526909257,9.982997181,1.302430341,293.9025128,20.66605351,87.16875,33.90196078,63.91836735,9.982997181,9.982997181,0.545947605,1,0,0,0,0
1972,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526871236,9.983504149,1.302430341,293.9025128,20.64053938,87.18125,34,63.91836735,9.983504149,9.983504149,0.546224924,1,0,0,0,0
1973,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526838711,9.983981767,1.302430341,293.9026904,20.61649987,87.1875,34.09803922,63.91836735,9.983981767,9.980801851,0.546502169,1,0,0,0,0
1974,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526810887,9.984431768,1.302430341,293.9026904,20.59385118,87.2,34.18627451,63.91836735,9.984431768,9.984431768,0.546779514,1,0,0,0,0
1975,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526787085,9.984855745,1.302430341,293.9047094,20.57251305,87.2125,34.28431373,63.89795918,9.984855745,9.948705689,0.547055867,1,0,0,0,0
1976,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526766723,9.985255195,1.302430341,293.9047094,20.5524095,87.21875,34.38235294,63.89795918,9.985255195,9.985255195,0.547333235,1,0,0,0,0
1977,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526749304,9.98563153,1.302430341,293.9047094,20.53346883,87.23125,34.47058824,63.89795918,9.98563153,9.98563153,0.547610614,1,0,0,0,0
1978,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526734403,9.985986094,1.302430341,293.9047094,20.51562374,87.24375,34.56862745,63.89795918,9.985986094,9.985986094,0.547888003,1,0,0,0,0
1979,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526721655,9.986320148,1.302430341,293.9047094,20.49881105,87.25625,34.66666667,63.89795918,9.986320148,9.986320148,0.5481654,1,0,0,0,0
1980,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52671075,9.986634878,1.302430341,293.9047094,20.48297103,87.2625,34.75490196,63.87755102,9.986634878,9.986634878,0.548442807,1,0,0,0,0
1981,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526701421,9.9869314,1.302430341,293.9047094,20.46804736,87.275,34.85294118,63.87755102,9.9869314,9.9869314,0.548720222,1,0,0,0,0
1982,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526693441,9.987210768,1.302430341,293.9047094,20.453987,87.2875,34.95098039,63.87755102,9.987210768,9.987210768,0.548997644,1,0,0,0,0
1983,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526686614,9.987473974,1.302430341,293.9047094,20.44074003,87.29375,35.03921569,63.87755102,9.987473974,9.987473974,0.549275074,1,0,0,0,0
1984,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526680774,9.987721955,1.302430341,293.9047094,20.42825941,87.30625,35.1372549,63.87755102,9.987721955,9.987721955,0.549552511,1,0,0,0,0
1985,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526675778,9.987955589,1.302430341,293.9047094,20.4165008,87.31875,35.23529412,63.85714286,9.987955589,9.987955589,0.549829954,1,0,0,0,0
1986,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526671504,9.988175707,1.302430341,293.9047094,20.40542243,87.33125,35.32352941,63.85714286,9.988175707,9.988175707,0.550107403,1,0,0,0,0
1987,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526667848,9.988383092,1.302430341,293.9047094,20.39498494,87.3375,35.42156863,63.85714286,9.988383092,9.988383092,0.550384858,1,0,0,0,0
1988,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52666472,9.988578479,1.302430341,293.9047094,20.38515127,87.35,35.51960784,63.85714286,9.988578479,9.988578479,0.550662319,1,0,0,0,0
1989,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526662044,9.988762563,1.302430341,293.9164986,20.37588648,87.3625,35.60784314,63.85714286,9.988762563,9.777677749,0.550933921,1,0,0,0,0
1990,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526659755,9.988935998,1.302430341,293.9205487,20.36715765,87.36875,35.70588235,63.83673469,9.988935998,9.916419237,0.551209377,1,0,0,0,0
1991,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526657797,9.9890994,1.302430341,293.9205487,20.3589338,87.38125,35.80392157,63.83673469,9.9890994,9.9890994,0.551486852,1,0,0,0,0
1992,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526656122,9.989253348,1.302430341,293.9205487,20.35118569,87.39375,35.89215686,63.83673469,9.989253348,9.989253348,0.551764331,1,0,0,0,0
1993,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526654689,9.989398391,1.302430341,293.9205487,20.34388581,87.40625,35.99019608,63.83673469,9.989398391,9.989398391,0.552041815,1,0,0,0,0
1994,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526653464,9.989535043,1.302430341,293.9205487,20.33700824,87.4125,36.07843137,63.81632653,9.989535043,9.989535043,0.552319302,1,0,0,0,0
1995,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526652415,9.98966379,1.302430341,293.9205487,20.33052853,87.425,36.17647059,63.81632653,9.98966379,9.98966379,0.552596792,1,0,0,0,0
1996,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526651518,9.989785088,1.302430341,293.9205487,20.32442368,87.4375,36.2745098,63.81632653,9.989785088,9.989785088,0.552874286,1,0,0,0,0
1997,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52665075,9.98989937,1.302430341,293.9205487,20.31867199,87.45,36.3627451,63.81632653,9.98989937,9.98989937,0.553151784,1,0,0,0,0
1998,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526650094,9.99000704,1.302430341,293.9307587,20.31325304,87.45625,36.46078431,63.81632653,9.99000704,9.807197693,0.553424206,1,0,0,0,0
1999,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526649532,9.990108481,1.302430341,293.9307587,20.30814758,87.46875,36.55882353,63.79591837,9.990108481,9.990108481,0.553701709,1,0,0,0,0
2000,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526649052,9.990204054,1.302430341,293.9541037,20.30333747,87.48125,36.62745098,63.79591837,9.990204054,9.572213438,0.553967604,1,0,0,0,0
2001,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526648641,9.990294098,1.302430341,294.2389407,20.29880563,87.4875,36.56862745,63.79591837,9.990294098,4.890307239,0.554103445,1,0,0,0,0
2002,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526648289,9.990378934,1.302430341,294.4911148,20.29453595,87.5,36.54901961,63.79591837,9.990378934,5.475219049,0.554255535,1,0,0,0,0
2003,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647989,9.990458861,1.302430341,294.6155818,20.29051328,87.5125,36.61764706,63.79591837,9.990458861,7.761885802,0.554471143,1,0,0,0,0
2004,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647731,9.990534164,1.302430341,294.8495934,20.28672332,87.525,36.58823529,63.7755102,9.990534164,5.80057259,0.55463227,1,0,0,0,0
2005,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647511,9.990605112,1.302430341,295.1023674,20.28315261,87.53125,36.55882353,63.7755102,9.990605112,5.464704059,0.554784067,1,0,0,0,0
2006,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647323,9.990671954,1.302430341,295.2919281,20.27978846,87.54375,36.58823529,63.7755102,9.990671954,6.596600682,0.554967306,1,0,0,0,0
2007,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647162,9.99073493,1.302430341,295.5014838,20.27661894,87.55625,36.55882353,63.7755102,9.99073493,6.23865456,0.555140602,1,0,0,0,0
2008,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526647024,9.990794263,1.302430341,295.7597057,20.27363277,87.5625,36.51960784,63.7755102,9.990794263,5.367348936,0.555289695,1,0,0,0,0
2009,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646906,9.990850164,1.302430341,296.0483967,20.27081935,87.575,36.48039216,63.75510204,9.990850164,4.8218577,0.555423636,1,0,0,0,0
2010,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646805,9.99090283,1.302430341,296.2241616,20.26816869,87.5875,36.49019608,63.75510204,9.99090283,6.843844406,0.555613742,1,0,0,0,0
2011,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646719,9.99095245,1.302430341,296.3998779,20.26567137,87.6,36.48039216,63.75510204,9.99095245,6.844764206,0.555803875,1,0,0,0,0
2012,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646645,9.990999199,1.302430341,296.580619,20.26331852,87.60625,36.47058824,63.75510204,9.990999199,6.754842257,0.555991509,1,0,0,0,0
2013,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646582,9.991043244,1.302430341,296.6770155,20.26110178,87.61875,36.50980392,63.73469388,9.991043244,8.265070553,0.556221094,1,0,0,0,0
2014,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646528,9.991084741,1.302430341,296.9384137,20.25901328,87.63125,36.41176471,63.73469388,9.991084741,5.310767981,0.556368616,1,0,0,0,0
2015,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646482,9.991123837,1.302430341,297.1319075,20.25704561,87.6375,36.38235294,63.73469388,9.991123837,6.52663068,0.556549911,1,0,0,0,0
2016,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646442,9.991160671,1.302430341,297.3092622,20.25519176,87.65,36.37254902,63.73469388,9.991160671,6.815636988,0.556739234,1,0,0,0,0
2017,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646408,9.991195375,1.302430341,297.3873993,20.25344516,87.6625,36.40196078,63.73469388,9.991195375,8.592155983,0.556977905,1,0,0,0,0
2018,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52664638,9.991228071,1.302430341,297.6224899,20.2517996,87.675,36.32352941,63.71428571,9.991228071,5.781947076,0.557138515,1,0,0,0,0
2019,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646355,9.991258875,1.302430341,297.8101139,20.25024923,87.68125,36.30392157,63.71428571,9.991258875,6.631864083,0.557322733,1,0,0,0,0
2020,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646334,9.991287898,1.302430341,297.9413427,20.24878856,87.69375,36.29411765,63.71428571,9.991287898,7.641645276,0.557535001,1,0,0,0,0
2021,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646316,9.991315241,1.302430341,298.1401321,20.24741239,87.70625,36.21568627,63.71428571,9.991315241,6.432004731,0.557713668,1,0,0,0,0
2022,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.5266463,9.991341003,1.302430341,298.3725644,20.24611582,87.71875,36.15686275,63.71428571,9.991341003,5.829656687,0.557875603,1,0,0,0,0
2023,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646287,9.991365274,1.302430341,298.4664927,20.24489427,87.725,36.17647059,63.69387755,9.991365274,8.309585534,0.558106425,1,0,0,0,0
2024,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646275,9.991388142,1.302430341,298.639132,20.24374338,87.7375,36.11764706,63.69387755,9.991388142,6.900293371,0.5582981,1,0,0,0,0
2025,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646266,9.991409686,1.302430341,298.7911455,20.24265907,87.75,36.09803922,63.69387755,9.991409686,7.269618443,0.558500034,1,0,0,0,0
2026,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646257,9.991429984,1.302430341,298.9437878,20.24163749,87.75625,36.02941176,63.69387755,9.991429984,7.25838012,0.558701655,1,0,0,0,0
2027,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52664625,9.991449108,1.302430341,299.0817166,20.240675,87.76875,36.00980392,63.69387755,9.991449108,7.521843448,0.558910595,1,0,0,0,0
2028,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646244,9.991467125,1.302430341,299.2936109,20.2397682,87.78125,35.91176471,63.67346939,9.991467125,6.197514283,0.559082748,1,0,0,0,0
2029,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646239,9.9914841,1.302430341,299.4352996,20.23891386,87.79375,35.89215686,63.67346939,9.9914841,7.454557689,0.55928982,1,0,0,0,0
2030,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646235,9.991500093,1.302430341,299.6344915,20.23810894,87.8,35.79411765,63.67346939,9.991500093,6.424982848,0.559468291,1,0,0,0,0
2031,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646231,9.991515161,1.302430341,299.8630178,20.23735058,87.8125,35.71568627,63.67346939,9.991515161,5.899767505,0.559632174,1,0,0,0,0
2032,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646228,9.991529358,1.302430341,300.0369816,20.2366361,87.825,35.65686275,63.65306122,9.991529358,6.876719505,0.559823194,1,0,0,0,0
2033,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646225,9.991542733,1.302430341,300.1686706,20.23596295,87.83125,35.61764706,63.65306122,9.991542733,7.633660262,0.56003524,1,0,0,0,0
2034,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646222,9.991555334,1.302430341,300.3591773,20.23532874,87.84375,35.52941176,63.65306122,9.991555334,6.580545997,0.560218033,1,0,0,0,0
2035,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.52664622,9.991567206,1.302430341,300.5444991,20.23473122,87.85625,35.46078431,63.65306122,9.991567206,6.673393146,0.560403405,1,0,0,0,0
2036,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646219,9.991578392,1.302430341,300.61757,20.23416826,87.86875,35.43137255,63.65306122,9.991578392,8.683248962,0.560644606,1,0,0,0,0
2037,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646217,9.99158893,1.302430341,300.8045752,20.23363788,87.875,35.33333333,63.63265306,9.99158893,6.643273709,0.560829142,1,0,0,0,0
2038,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646216,9.991598859,1.302430341,300.8974076,20.23313817,87.8875,35.30392157,63.63265306,9.991598859,8.329441133,0.561060515,1,0,0,0,0
2039,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646215,9.991608213,1.302430341,301.0715579,20.23266738,87.9,35.20588235,63.63265306,9.991608213,6.873459091,0.561251444,1,0,0,0,0
2040,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646214,9.991617026,1.302430341,301.1741989,20.23222382,87.90625,35.14705882,63.63265306,9.991617026,8.153836993,0.56147794,1,0,0,0,0
2041,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646213,9.991625329,1.302430341,301.3390659,20.23180592,87.91875,35.07843137,63.63265306,9.991625329,7.039693054,0.561673487,1,0,0,0,0
2042,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646212,9.991633152,1.302437175,301.509118,20.23141219,87.93125,34.98039216,63.6122449,9.991633152,6.946862018,0.561866455,1,0,0,0,0
2043,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646212,9.991640523,1.302437175,301.6949322,20.23104125,87.94375,34.88235294,63.6122449,9.991640523,6.664650075,0.562051584,1,0,0,0,0
2044,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646211,9.991647467,1.302437175,301.8399863,20.23069176,87.95,34.78431373,63.6122449,9.991647467,7.394463801,0.562256986,1,0,0,0,0
2045,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.526646211,9.991654009,1.302437175,302.0689944,20.23036249,87.9625,34.66666667,63.6122449,9.991654009,5.891279758,0.562420633,1,0,0,0,0
