Time [s],SP_AV1 [bar],SP_AV2 [mm],SP_AV3 [bar],Kp1 [N/A],Ki1 [N/A],Kd1 [N/A],Kp2 [N/A],Ki2 [N/A],Kd2 [N/A],Kp3 [N/A],Ki3 [N/A],Kd3 [N/A],S1fake [bar],S5fake [bar],S6fake [mm],AV1fake [%],AV2fake [%],AV3fake [%],S1real [bar],S2real [m3/h],S5real [bar],S6real [mm],S7real [m3/h],AV1real [%],AV2real [%],AV3real [%],QwIN [m3/h],QwOUT [m3/h],VwOUT [m3],Plant NORMALSTARTUP [1/0],Attack [1/0],Plant SHUTDOWN [1/0],Plant OFF [1/0],Plant RESTART [1/0]
480,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534447603,10.00347185,1.302054902,310.1561321,20.44177902,88.76875,24.81372549,56.28571429,10.00347185,10.00347185,0.127101633,1,0,0,0,0
481,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534458105,10.00360847,1.302054902,310.1553729,20.44427936,88.78125,24.65686275,56.28571429,10.00360847,10.01720189,0.127379888,1,0,0,0,0
482,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534467088,10.00373718,1.302054902,310.1532832,20.44663499,88.79375,24.5,56.26530612,10.00373718,10.04115311,0.127658809,1,0,0,0,0
483,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534474773,10.00385845,1.302068244,310.1532832,20.44885439,88.80625,24.33333333,56.26530612,10.00385845,10.00385845,0.127936694,1,0,0,0,0
484,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534481347,10.00397271,1.302023184,310.1532832,20.45094545,88.825,24.17647059,56.26530612,10.00397271,10.00397271,0.128214582,1,0,0,0,0
485,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534486971,10.00408036,1.302023184,310.1553325,20.45291554,88.8375,24.01960784,56.26530612,10.00408036,9.967387785,0.128491454,1,0,0,0,0
486,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534491782,10.00418178,1.302023184,310.1532189,20.45477162,88.85,23.8627451,56.24489796,10.00418178,10.04202564,0.128770399,1,0,0,0,0
487,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534495898,10.00427733,1.302023184,310.150957,20.45652033,88.8625,23.70588235,56.24489796,10.00427733,10.04477649,0.129049421,1,0,0,0,0
488,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534499418,10.00436735,1.302023184,310.150957,20.45816789,88.88125,23.54901961,56.24489796,10.00436735,10.00436735,0.12932732,1,0,0,0,0
489,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53450243,10.00445217,1.302023184,310.150957,20.45972014,88.89375,23.39215686,56.24489796,10.00445217,10.00445217,0.129605221,1,0,0,0,0
490,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534505007,10.00453208,1.302023184,310.1491347,20.46118259,88.90625,23.23529412,56.24489796,10.00453208,10.03716024,0.129884031,1,0,0,0,0
491,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534507211,10.00460736,1.301980136,310.1477403,20.46256043,88.91875,23.07843137,56.2244898,10.00460736,10.029574,0.130162631,1,0,0,0,0
492,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534509097,10.00467829,1.301980136,310.1477403,20.46385856,88.9375,22.92156863,56.2244898,10.00467829,10.00467829,0.130440538,1,0,0,0,0
493,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53451071,10.00474512,1.301980136,310.1477403,20.4650816,88.95,22.75490196,56.2244898,10.00474512,10.00474512,0.130718448,1,0,0,0,0
494,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534512089,10.00480808,1.301980136,310.1477403,20.46623389,88.9625,22.59803922,56.2244898,10.00480808,10.00480808,0.130996359,1,0,0,0,0
495,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53451327,10.0048674,1.301980136,310.1477403,20.46731951,88.975,22.44117647,56.2244898,10.0048674,10.0048674,0.131274272,1,0,0,0,0
496,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53451428,10.00492329,1.301980136,310.1439217,20.46834233,88.99375,22.28431373,56.20408163,10.00492329,10.07329506,0.131554086,1,0,0,0,0
497,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534515144,10.00497595,1.301980136,310.1432297,20.46930598,89.00625,22.12745098,56.20408163,10.00497595,10.01736616,0.131832346,1,0,0,0,0
498,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534515883,10.00502556,1.301932982,310.1432297,20.47021389,89.01875,21.97058824,56.20408163,10.00502556,10.00502556,0.132110264,1,0,0,0,0
499,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534516515,10.00507229,1.301928406,310.138681,20.47106927,89.03125,21.81372549,56.20408163,10.00507229,10.08651645,0.132390445,1,0,0,0,0
500,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534517056,10.00511633,1.301928406,310.138681,20.47187516,89.05,21.65686275,56.20408163,10.00511633,10.00511633,0.132668364,1,0,0,0,0
501,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534517518,10.00515782,1.301928406,310.138681,20.47263444,89.0625,21.5,56.18367347,10.00515782,10.00515782,0.132946286,1,0,0,0,0
502,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534517914,10.0051969,1.301883869,310.138681,20.47334979,89.075,21.34313725,56.18367347,10.0051969,10.0051969,0.133224208,1,0,0,0,0
503,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534518253,10.00523373,1.301859244,310.138025,20.47402376,89.0875,21.17647059,56.18367347,10.00523373,10.01697936,0.133502457,1,0,0,0,0
504,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534518542,10.00526843,1.301859244,310.1247044,20.47465874,89.1,21.01960784,56.18367347,10.00526843,10.24377286,0.133787006,1,0,0,0,0
505,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.53451879,10.00530111,1.301859244,310.1247044,20.47525698,89.11875,20.8627451,56.16326531,10.00530111,10.00530111,0.134064931,1,0,0,0,0
506,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519002,10.00533191,1.301859244,310.1203265,20.47582062,89.13125,20.70588235,56.16326531,10.00533191,10.08371791,0.134345035,1,0,0,0,0
507,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519183,10.00536093,1.301859244,310.1203265,20.47635165,89.14375,20.54901961,56.16326531,10.00536093,10.00536093,0.134622961,1,0,0,0,0
508,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519338,10.00538827,1.301839274,310.1127289,20.47685196,89.15625,20.42156863,56.18367347,10.00538827,10.14142277,0.134904668,1,0,0,0,0
509,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519471,10.00541402,1.301733744,310.1056565,20.47732332,89.175,20.25490196,56.18367347,10.00541402,10.13204485,0.135186113,1,0,0,0,0
510,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519585,10.00543829,1.301543152,310.0959282,20.47776742,89.1875,20.09803922,56.18367347,10.00543829,10.17962283,0.135468881,1,0,0,0,0
511,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519682,10.00546115,1.301474185,309.964812,20.44735249,89.2,20.01960784,56.16326531,10.00546115,12.35308768,0.135812022,1,0,0,0,0
512,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519765,10.00548269,1.301474185,309.8160806,20.44260781,89.2125,19.91176471,56.16326531,10.00548269,12.66850816,0.136163925,1,0,0,0,0
513,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519836,10.00550298,1.301474185,309.6586763,20.43698383,89.23125,19.84313725,56.16326531,10.00550298,12.82381613,0.136520142,1,0,0,0,0
514,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519897,10.0055221,1.301474185,309.5340572,20.43033915,89.24375,19.73529412,56.16326531,10.0055221,12.2368185,0.136860054,1,0,0,0,0
515,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519949,10.00554012,1.301474185,309.5231752,20.42250845,89.25625,19.55882353,56.16326531,10.00554012,10.20038158,0.137143398,1,0,0,0,0
516,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534519993,10.00555709,1.301474185,309.5231752,20.41329862,89.26875,19.41176471,56.16326531,10.00555709,10.00555709,0.13742133,1,0,0,0,0
517,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520031,10.00557308,1.301474185,309.5231752,20.40762298,89.2875,19.26470588,56.16326531,10.00557308,10.00557308,0.137699262,1,0,0,0,0
518,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520064,10.00558814,1.301474185,309.5231752,20.40179217,89.3,19.10784314,56.16326531,10.00558814,10.00558814,0.137977195,1,0,0,0,0
519,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520092,10.00560233,1.301474185,309.5231752,20.39592689,89.3125,18.96078431,56.14285714,10.00560233,10.00560233,0.138255129,1,0,0,0,0
520,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520115,10.00561571,1.301474185,309.5231752,20.39019152,89.325,18.81372549,56.14285714,10.00561571,10.00561571,0.138533062,1,0,0,0,0
521,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520136,10.0056283,1.301474185,309.5231752,20.38480536,89.34375,18.66666667,56.14285714,10.0056283,10.0056283,0.138810997,1,0,0,0,0
522,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520153,10.00564017,1.301474185,309.5231752,20.38005649,89.35625,18.51960784,56.14285714,10.00564017,10.00564017,0.139088931,1,0,0,0,0
523,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520168,10.00565136,1.301474185,309.5262338,20.37546207,89.36875,18.37254902,56.14285714,10.00565136,9.950887338,0.139365345,1,0,0,0,0
524,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520181,10.00566189,1.301474185,309.5262338,20.37107372,89.38125,18.2254902,56.14285714,10.00566189,10.00566189,0.13964328,1,0,0,0,0
525,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520192,10.00567182,1.301462726,309.5262338,20.36693153,89.4,18.07843137,56.14285714,10.00567182,10.00567182,0.139921215,1,0,0,0,0
526,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.534520201,10.00568117,1.300957101,309.5262338,20.36305486,89.4125,17.92156863,56.14285714,10.00568117,10.00568117,0.14019915,1,0,0,0,0
527,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.493550348,10.00568998,1.300652349,309.5262338,20.35942978,89.425,17.7745098,56.14285714,10.00568998,10.00568998,0.140477086,1,0,0,0,0
528,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.486722045,9.989335028,1.300181855,309.5262338,20.39999199,87.36875,17.62745098,56.16326531,9.989335028,9.989335028,0.140754568,1,0,0,0,0
529,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.51972555,10.0029789,1.300026513,309.5228401,20.49608031,89.35625,17.48039216,56.16326531,10.0029789,10.06374286,0.141034116,1,0,0,0,0
530,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.517259776,10.00253173,1.299700261,309.5185561,20.51691475,89.36875,17.33333333,56.18367347,10.00253173,10.07923645,0.141314095,1,0,0,0,0
531,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.514383039,10.00200838,1.299307044,309.5185561,20.54191195,89.38125,17.18627451,56.2244898,10.00200838,10.00200838,0.141591929,1,0,0,0,0
532,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.517855154,10.00139625,1.298722241,309.5225189,20.57172146,89.39375,17.03921569,56.2244898,10.00139625,9.930442589,0.141867774,1,0,0,0,0
533,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.523044005,10.00068063,1.29811364,309.5154369,20.59960341,89.4125,16.89215686,56.24489796,10.00068063,10.12748335,0.142149093,1,0,0,0,0
534,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.48262722,10.00257156,1.297693058,309.4677395,20.63287198,89.425,16.76470588,56.26530612,10.00257156,10.85659022,0.142450665,1,0,0,0,0
535,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.476855128,9.986140416,1.297008382,309.2660997,20.73417059,87.36875,16.74509804,56.30612245,9.986140416,13.59648714,0.142828345,1,0,0,0,0
536,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.511570337,9.999771787,1.296475979,309.0475841,20.85654657,89.35625,16.68627451,56.32653061,9.999771787,13.91227855,0.143214798,1,0,0,0,0
537,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.510522867,9.999399021,1.296134945,309.0058571,20.90898567,89.36875,16.52941176,56.34693878,9.999399021,10.74651808,0.143513312,1,0,0,0,0
538,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.508436011,9.99906615,1.296087786,308.8946386,20.96519637,89.38125,16.43137255,56.36734694,9.99906615,11.99042573,0.143846379,1,0,0,0,0
539,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.512737476,9.99879707,1.295722197,308.6655103,21.02612853,89.39375,16.41176471,56.36734694,9.99879707,14.10132349,0.144238083,1,0,0,0,0
540,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.518717867,9.998167988,1.295363659,308.5278799,21.09167129,89.4125,16.33333333,56.40816327,9.998167988,12.46243082,0.144584261,1,0,0,0,0
541,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.478939262,10.00017258,1.295168688,308.4066824,21.15125474,89.425,16.21568627,56.42857143,10.00017258,12.17020547,0.144922323,1,0,0,0,0
542,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.473675327,9.983876125,1.295216531,308.1914004,21.1142061,87.36875,16.19607843,56.42857143,9.983876125,13.8384855,0.145306725,1,0,0,0,0
543,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.508851741,9.997652233,1.295168688,308.0495669,21.23457617,89.35625,16.10784314,56.44897959,9.997652233,12.53717128,0.14565498,1,0,0,0,0
544,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.506891777,9.99741658,1.295168688,307.7996944,21.2794728,89.36875,16.11764706,56.44897959,9.99741658,14.47136648,0.146056962,1,0,0,0,0
545,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.503608421,9.994841011,1.295168688,307.5109925,21.27836352,89.3125,16.12745098,56.46938776,9.994841011,15.16402864,0.146478185,1,0,0,0,0
546,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.507719947,9.994286515,1.295168688,307.2298591,21.30947889,89.325,16.09803922,56.46938776,9.994286515,15.02796067,0.146895629,1,0,0,0,0
547,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.51339405,9.993305504,1.295168688,306.9392716,21.33584958,89.3375,16.11764706,56.48979592,9.993305504,15.19625467,0.147317747,1,0,0,0,0
548,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.514151102,9.994877067,1.295168688,306.7093523,21.37279016,89.34375,16.07843137,56.51020408,9.994877067,14.11156629,0.147709735,1,0,0,0,0
549,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.515360989,9.994414539,1.295168688,306.3142819,21.39582582,89.35625,16.16666667,56.51020408,9.994414539,17.06812283,0.148183849,1,0,0,0,0
550,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.517319751,9.993914199,1.295168688,306.1617075,21.41521799,89.36875,16.06862745,56.53061224,9.993914199,12.72574832,0.148537342,1,0,0,0,0
551,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.518919718,9.99375973,1.295168688,305.868862,21.43802707,89.375,16.12745098,56.53061224,9.99375973,15.23713823,0.148960596,1,0,0,0,0
552,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.519840663,9.993671933,1.295168688,305.5113136,21.45945177,89.3875,16.18627451,56.55102041,9.993671933,16.3955514,0.149416028,1,0,0,0,0
553,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.520788923,9.993733004,1.295168688,305.3317383,21.48005214,89.4,16.12745098,56.55102041,9.993733004,13.20901638,0.149782945,1,0,0,0,0
554,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.521693579,9.993542327,1.295168688,305.0792085,21.49792913,89.4125,16.17647059,56.57142857,9.993542327,14.515071,0.150186142,1,0,0,0,0
555,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.512939062,9.993396958,1.295168688,304.8793323,21.51494635,89.41875,16.14705882,56.57142857,9.993396958,13.57216655,0.150563146,1,0,0,0,0
556,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.511942285,9.987167421,1.295168688,304.6946701,21.46490108,88.95625,16.16666667,56.59183673,9.987167421,13.29353139,0.150932411,1,0,0,0,0
557,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.510625889,9.992212034,1.295168688,304.5359278,21.53604675,89.41875,16.12745098,56.6122449,9.992212034,12.83448198,0.151288924,1,0,0,0,0
558,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.50893205,9.985825387,1.295168688,304.3307805,21.48214591,88.95,16.15686275,56.6122449,9.985825387,13.65897366,0.15166834,1,0,0,0,0
559,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.506805129,9.990650781,1.295168688,304.1738761,21.54916154,89.41875,16.12745098,56.63265306,9.990650781,12.80001325,0.152023896,1,0,0,0,0
560,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.505782807,9.984025526,1.295168688,303.9028765,21.4910336,88.95,16.21568627,56.63265306,9.984025526,14.83625469,0.152436014,1,0,0,0,0
561,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.504756227,9.988606951,1.295168688,303.6946603,21.55371481,89.41875,16.19607843,56.65306122,9.988606951,13.71670367,0.152817034,1,0,0,0,0
562,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.50377795,9.982703542,1.295168688,303.5927533,21.50185043,88.95,16.18627451,56.65306122,9.982703542,11.80734136,0.153145016,1,0,0,0,0
563,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.502918933,9.987262124,1.295168688,303.3615355,21.56281772,89.41875,16.23529412,56.67346939,9.987262124,14.1272009,0.153537438,1,0,0,0,0
564,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.502271234,9.98135825,1.295168688,303.1823704,21.50959635,88.95,16.24509804,56.67346939,9.98135825,13.18929702,0.153903807,1,0,0,0,0
565,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.51116946,9.985952825,1.295168688,302.9731601,21.56966882,89.4125,16.28431373,56.69387755,9.985952825,13.73184883,0.154285248,1,0,0,0,0
566,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.471268472,9.986274042,1.295168688,302.6842244,21.58277469,89.425,16.35294118,56.71428571,9.986274042,15.15964784,0.154706349,1,0,0,0,0
567,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.465850225,9.971867454,1.295168688,302.4733727,21.54478467,87.36875,16.39215686,56.71428571,9.971867454,13.74715261,0.155088214,1,0,0,0,0
568,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.500641968,9.984079209,1.295215627,302.3124549,21.59477371,89.35,16.41176471,56.73469388,9.984079209,12.86530133,0.155445584,1,0,0,0,0
569,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.500370424,9.983548723,1.295173693,302.0537744,21.60009971,89.35625,16.47058824,56.73469388,9.983548723,14.61520525,0.155851562,1,0,0,0,0
570,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.498570584,9.983913802,1.295173693,301.841795,21.6151836,89.36875,16.52941176,56.75510204,9.983913802,13.77939035,0.156234322,1,0,0,0,0
571,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.503120936,9.983573964,1.295173693,301.6754494,21.62276939,89.38125,16.55882353,56.75510204,9.983573964,12.96198047,0.156594377,1,0,0,0,0
572,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.509332721,9.983123952,1.295173693,301.4591262,21.62943518,89.39375,16.62745098,56.7755102,9.983123952,13.85637594,0.156979277,1,0,0,0,0
573,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.51078118,9.985000034,1.295173693,301.2509846,21.6435436,89.4,16.69607843,56.79591837,9.985000034,13.71176104,0.157360159,1,0,0,0,0
574,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.512516307,9.985153505,1.295173693,301.0646245,21.65167191,89.4125,16.73529412,56.79591837,9.985153505,13.32191825,0.157730212,1,0,0,0,0
575,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.473870733,9.985420969,1.295166859,300.7599947,21.66026728,89.425,16.87254902,56.81632653,9.985420969,15.43979655,0.158159096,1,0,0,0,0
576,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.468995699,9.971654394,1.295166859,300.4840716,21.62494789,87.36875,16.95098039,56.81632653,9.971654394,14.91203849,0.158573319,1,0,0,0,0
577,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.503242723,9.983685569,1.295208793,300.2023802,21.66814431,89.34375,17.04901961,56.83673469,9.983685569,15.02735068,0.158990745,1,0,0,0,0
578,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.501986313,9.983779172,1.295166859,300.0239126,21.67459583,89.35625,17.11764706,56.83673469,9.983779172,13.17922925,0.159356835,1,0,0,0,0
579,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.500231314,9.983575694,1.295166859,299.7640837,21.6797712,89.36875,17.20588235,56.85714286,9.983575694,14.63579425,0.159763385,1,0,0,0,0
580,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.504624744,9.983312726,1.295166859,299.553936,21.68445442,89.38125,17.29411765,56.85714286,9.983312726,13.74599281,0.160145218,1,0,0,0,0
581,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.510562918,9.982961352,1.295166859,299.3091441,21.68848561,89.3875,17.42156863,56.87755102,9.982961352,14.36594345,0.160544272,1,0,0,0,0
582,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.511782951,9.984845845,1.295166859,299.1385315,21.69907523,89.4,17.48039216,56.89795918,9.984845845,13.03965269,0.160906484,1,0,0,0,0
583,5.5,299.982,1.3,0.8,0.4,0,1.7,0.7,0.1,1,0.7,0,0,0,0,0,0,0,5.513415724,9.985039224,1.295166859,298.9433949,21.70423038,89.4125,17.55882353,56.89795918,9.985039224,13.4789466,0.1612809,1,0,0,0,0
